Year,Month,Model,Units_Sold,Price,Revenue,Dealer,Region,Fuel_Type,Transmission
2016,9,7 Series,22,80661.14,1774545.08,Dealer_21,North America,Diesel,Automatic
2020,3,X6,18,72514.33,1305257.94,Dealer_1,South America,Electric,Automatic
2021,7,X5,21,76671.71,1610105.9100000001,Dealer_26,Europe,Diesel,Automatic
2011,10,i3,19,52432.3,996213.7000000001,Dealer_27,South America,Electric,Automatic
2022,10,X3,19,50015.59,950296.21,Dealer_6,Africa,Diesel,Manual
2020,4,X5,28,58793.37,1646214.36,Dealer_27,North America,Hybrid,Automatic
2014,3,7 Series,19,82499.98,1567499.6199999999,Dealer_18,Europe,Hybrid,Manual
2014,12,X6,23,81452.81,1873414.63,Dealer_49,Middle East,Diesel,Manual
2012,2,X5,29,73917.28,2143601.12,Dealer_28,Asia,Hybrid,Manual
2015,5,M3,31,79498.75,2464461.25,Dealer_2,Middle East,Hybrid,Automatic
2020,2,5 Series,22,51167.74,1125690.28,Dealer_46,South America,Electric,Manual
2018,9,5 Series,28,58264.74,1631412.72,Dealer_30,Europe,Petrol,Automatic
2013,5,X1,23,35042.31,805973.1299999999,Dealer_38,Asia,Diesel,Manual
2018,9,X3,16,51648.29,826372.64,Dealer_27,South America,Petrol,Automatic
2016,5,3 Series,27,42176.19,1138757.1300000001,Dealer_7,North America,Petrol,Manual
2011,3,X5,15,64564.54,968468.1,Dealer_43,Africa,Hybrid,Manual
2022,12,7 Series,22,82801.93,1821642.46,Dealer_2,North America,Electric,Manual
2014,10,Z4,18,59265.93,1066786.74,Dealer_28,North America,Diesel,Automatic
2012,2,Z4,20,55949.71,1118994.2,Dealer_33,Middle East,Petrol,Manual
2013,3,3 Series,21,50393.73,1058268.33,Dealer_13,North America,Electric,Manual
2011,2,X3,24,43667.05,1048009.2000000001,Dealer_1,Europe,Hybrid,Automatic
2023,2,X1,17,32622.85,554588.45,Dealer_45,Middle East,Petrol,Automatic
2022,11,i8,24,143427.52,3442260.4799999995,Dealer_50,Africa,Petrol,Automatic
2024,3,X5,20,71832.99,1436659.8,Dealer_40,North America,Hybrid,Manual
2019,11,X3,25,55373.77,1384344.25,Dealer_41,Middle East,Hybrid,Automatic
2024,1,M5,23,98295.13,2260787.99,Dealer_14,Middle East,Hybrid,Manual
2015,9,7 Series,18,94507.3,1701131.4000000001,Dealer_2,Middle East,Diesel,Automatic
2018,12,3 Series,15,43743.09,656146.35,Dealer_50,Middle East,Petrol,Manual
2017,2,X6,17,65221.46,1108764.82,Dealer_2,South America,Petrol,Automatic
2023,3,7 Series,28,99290.81,2780142.6799999997,Dealer_44,South America,Electric,Automatic
2017,8,5 Series,24,58335.32,1400047.68,Dealer_32,Asia,Diesel,Manual
2017,7,i8,22,162258.23,3569681.06,Dealer_1,Europe,Hybrid,Manual
2020,12,Z4,25,53235.61,1330890.25,Dealer_23,Middle East,Petrol,Manual
2012,11,X3,24,52835.47,1268051.28,Dealer_19,Europe,Diesel,Manual
2024,7,7 Series,26,80637.87,2096584.6199999999,Dealer_8,Middle East,Petrol,Automatic
2019,11,X6,23,74581.21,1715367.83,Dealer_30,Asia,Electric,Automatic
2010,7,i3,23,49710.24,1143335.52,Dealer_23,North America,Electric,Manual
2013,10,X5,21,72091.14,1513913.94,Dealer_10,North America,Hybrid,Manual
2021,2,X6,20,81787.63,1635752.6,Dealer_10,Middle East,Petrol,Manual
2017,1,X1,21,33575.06,705076.26,Dealer_3,Africa,Hybrid,Manual
2014,4,Z4,25,56220.86,1405521.5,Dealer_8,South America,Diesel,Manual
2014,9,X3,17,50448.8,857629.6000000001,Dealer_15,North America,Petrol,Automatic
2024,2,Z4,26,51376.3,1335783.8,Dealer_5,North America,Hybrid,Manual
2010,3,5 Series,21,55576.97,1167116.37,Dealer_5,Middle East,Electric,Automatic
2022,12,i8,19,167544.79,3183351.0100000002,Dealer_45,Asia,Electric,Manual
2013,11,M3,17,81112.54,1378913.18,Dealer_15,Asia,Petrol,Manual
2010,6,3 Series,25,48134.34,1203358.5,Dealer_49,Asia,Electric,Automatic
2014,3,i3,18,47325.12,851852.16,Dealer_38,Middle East,Petrol,Automatic
2017,4,i8,20,140152.32,2803046.4000000004,Dealer_48,North America,Diesel,Manual
2024,8,i3,24,44948.46,1078763.04,Dealer_7,Europe,Diesel,Automatic
2022,10,i3,27,47340.31,1278188.3699999999,Dealer_22,Asia,Hybrid,Manual
2016,11,3 Series,15,47406.58,711098.7000000001,Dealer_39,Middle East,Diesel,Manual
2021,7,3 Series,32,39734.2,1271494.4,Dealer_19,Middle East,Hybrid,Automatic
2016,8,i3,25,42408.18,1060204.5,Dealer_23,North America,Electric,Manual
2010,8,X1,19,32142.03,610698.57,Dealer_33,Middle East,Petrol,Automatic
2016,5,M5,21,109641.56,2302472.76,Dealer_42,Europe,Electric,Manual
2013,2,i3,23,44793.68,1030254.64,Dealer_15,South America,Petrol,Manual
2024,8,X3,31,55027.27,1705845.3699999999,Dealer_20,South America,Hybrid,Automatic
2020,3,X6,33,64046.02,2113518.6599999997,Dealer_37,Europe,Hybrid,Automatic
2022,7,M5,21,111134.44,2333823.24,Dealer_10,Middle East,Diesel,Automatic
2010,8,X6,20,72000.83,1440016.6,Dealer_9,North America,Electric,Automatic
2020,4,7 Series,20,88694.99,1773899.8,Dealer_5,Africa,Diesel,Automatic
2013,12,i8,24,166609.6,3998630.4000000004,Dealer_26,Middle East,Electric,Manual
2015,10,7 Series,26,82056.15,2133459.9,Dealer_34,Middle East,Electric,Manual
2016,11,Z4,22,45453.14,999969.08,Dealer_17,South America,Electric,Manual
2012,1,Z4,19,50019.13,950363.47,Dealer_24,Europe,Hybrid,Manual
2015,1,M5,18,111032.03,1998576.54,Dealer_39,Europe,Electric,Manual
2019,7,Z4,17,46257.12,786371.04,Dealer_21,South America,Electric,Automatic
2014,1,X5,23,62241.12,1431545.76,Dealer_42,Africa,Hybrid,Automatic
2017,1,Z4,31,52105.35,1615265.8499999999,Dealer_39,Middle East,Electric,Automatic
2015,5,7 Series,27,87626.52,2365916.04,Dealer_5,South America,Petrol,Manual
2023,9,X3,21,45319.14,951701.94,Dealer_12,Middle East,Diesel,Automatic
2021,3,i3,13,50336.68,654376.84,Dealer_12,North America,Diesel,Manual
2020,3,i3,20,41894.38,837887.6,Dealer_49,North America,Electric,Automatic
2020,8,X6,19,75741.69,1439092.11,Dealer_32,North America,Electric,Manual
2010,5,7 Series,25,92228.1,2305702.5,Dealer_35,Asia,Petrol,Automatic
2014,9,X6,16,75119.61,1201913.76,Dealer_15,North America,Hybrid,Manual
2011,7,M3,24,63165.14,1515963.3599999999,Dealer_38,Europe,Diesel,Manual
2024,3,Z4,21,51198.13,1075160.73,Dealer_37,South America,Petrol,Manual
2024,5,7 Series,20,93804.51,1876090.2,Dealer_18,Middle East,Petrol,Manual
2016,9,3 Series,24,48741.23,1169789.52,Dealer_29,Middle East,Petrol,Manual
2022,2,X6,16,82400.87,1318413.92,Dealer_29,North America,Hybrid,Manual
2010,5,M3,18,67163.97,1208951.46,Dealer_12,Middle East,Electric,Manual
2014,5,X6,15,75129.01,1126935.15,Dealer_8,Middle East,Diesel,Automatic
2022,8,X6,18,83556.65,1504019.7,Dealer_36,North America,Diesel,Manual
2021,7,X5,27,63572.14,1716447.78,Dealer_11,Asia,Hybrid,Manual
2021,10,X1,25,39250.68,981267.0,Dealer_15,Europe,Electric,Manual
2022,8,7 Series,23,90293.41,2076748.4300000002,Dealer_6,Europe,Petrol,Automatic
2013,6,M5,20,96004.38,1920087.6,Dealer_50,South America,Electric,Manual
2012,7,Z4,21,51296.72,1077231.12,Dealer_26,Africa,Hybrid,Manual
2017,3,i8,15,153069.89,2296048.35,Dealer_23,Europe,Electric,Automatic
2019,12,M5,23,112971.1,2598335.3000000003,Dealer_2,Middle East,Petrol,Automatic
2014,1,X6,31,78711.86,2440067.66,Dealer_24,Middle East,Petrol,Manual
2010,9,3 Series,18,46180.35,831246.2999999999,Dealer_7,South America,Diesel,Manual
2012,3,5 Series,21,64417.95,1352776.95,Dealer_50,Asia,Diesel,Manual
2014,5,i8,25,150041.74,3751043.5,Dealer_3,South America,Diesel,Manual
2024,3,X5,24,77163.81,1851931.44,Dealer_16,Europe,Diesel,Manual
2012,4,X5,20,59811.1,1196222.0,Dealer_10,Asia,Hybrid,Automatic
2023,1,5 Series,33,59700.16,1970105.28,Dealer_47,Europe,Hybrid,Automatic
2015,12,M5,20,122770.06,2455401.2,Dealer_15,Middle East,Hybrid,Manual
2019,4,X1,19,33523.86,636953.34,Dealer_11,Asia,Diesel,Automatic
2024,3,M3,20,71961.85,1439237.0,Dealer_1,South America,Petrol,Automatic
2019,12,Z4,21,53075.49,1114585.29,Dealer_42,Europe,Petrol,Manual
2023,5,X3,23,44502.71,1023562.33,Dealer_38,North America,Electric,Automatic
2022,10,X6,17,69574.2,1182761.4,Dealer_40,South America,Diesel,Manual
2011,3,X1,10,41653.3,416533.0,Dealer_26,Europe,Petrol,Automatic
2017,5,M3,18,70805.6,1274500.8,Dealer_11,North America,Petrol,Automatic
2012,10,X3,21,52429.21,1101013.41,Dealer_37,Europe,Electric,Automatic
2019,2,M3,27,65781.22,1776092.94,Dealer_26,Middle East,Petrol,Manual
2011,8,X5,19,63026.32,1197500.08,Dealer_26,Europe,Electric,Automatic
2017,6,7 Series,19,93528.38,1777039.2200000002,Dealer_33,Africa,Electric,Automatic
2016,2,7 Series,23,94381.1,2170765.3000000003,Dealer_40,Middle East,Petrol,Automatic
2022,4,3 Series,22,37856.82,832850.04,Dealer_38,Europe,Hybrid,Automatic
2023,3,X3,16,44079.62,705273.92,Dealer_11,Africa,Petrol,Manual
2015,12,X1,30,40530.63,1215918.9,Dealer_23,North America,Hybrid,Manual
2014,4,Z4,23,56578.4,1301303.2,Dealer_7,South America,Petrol,Automatic
2013,11,3 Series,15,44319.55,664793.25,Dealer_29,Middle East,Electric,Manual
2014,8,M3,18,83450.32,1502105.7600000002,Dealer_24,Africa,Hybrid,Manual
2012,2,i8,16,148900.76,2382412.16,Dealer_46,Asia,Hybrid,Manual
2019,3,Z4,19,58915.06,1119386.14,Dealer_1,Asia,Electric,Automatic
2010,7,i3,22,49059.64,1079312.08,Dealer_37,Europe,Diesel,Manual
2022,3,M3,18,75380.92,1356856.56,Dealer_36,Middle East,Hybrid,Manual
2015,10,3 Series,27,39890.71,1077049.17,Dealer_30,Africa,Hybrid,Automatic
2014,1,i8,19,140008.83,2660167.7699999996,Dealer_33,Asia,Diesel,Manual
2022,6,Z4,19,51558.65,979614.35,Dealer_31,Europe,Electric,Manual
2010,12,i8,22,137177.27,3017899.94,Dealer_31,Europe,Diesel,Automatic
2014,4,M5,17,122059.22,2075006.74,Dealer_48,Asia,Petrol,Automatic
2012,9,7 Series,25,80901.64,2022541.0,Dealer_23,North America,Petrol,Manual
2015,12,M5,14,123915.53,1734817.42,Dealer_26,Europe,Hybrid,Automatic
2012,9,X6,24,66962.76,1607106.2399999998,Dealer_49,Asia,Diesel,Manual
2011,3,7 Series,23,82764.94,1903593.62,Dealer_18,North America,Hybrid,Manual
2019,1,3 Series,24,45429.11,1090298.6400000001,Dealer_42,Middle East,Electric,Manual
2023,12,i3,19,41036.73,779697.8700000001,Dealer_27,Middle East,Petrol,Automatic
2024,6,3 Series,17,49932.2,848847.3999999999,Dealer_24,Middle East,Diesel,Manual
2011,8,X3,28,52517.03,1470476.8399999999,Dealer_2,Africa,Diesel,Manual
2010,12,5 Series,20,58986.19,1179723.8,Dealer_16,Asia,Diesel,Manual
2012,3,X3,22,55243.5,1215357.0,Dealer_6,North America,Diesel,Automatic
2023,1,Z4,13,45701.65,594121.4500000001,Dealer_2,South America,Diesel,Automatic
2017,11,3 Series,25,41836.67,1045916.75,Dealer_18,Middle East,Petrol,Automatic
2023,1,i3,26,53670.82,1395441.32,Dealer_9,Middle East,Hybrid,Manual
2021,9,Z4,23,59090.89,1359090.47,Dealer_1,North America,Hybrid,Manual
2017,3,X1,22,34349.46,755688.12,Dealer_6,Middle East,Electric,Manual
2023,4,M5,19,98006.71,1862127.4900000002,Dealer_13,Middle East,Petrol,Manual
2020,10,X3,13,47276.85,614599.0499999999,Dealer_6,Middle East,Hybrid,Manual
2013,12,5 Series,21,55919.98,1174319.58,Dealer_18,Asia,Petrol,Manual
2017,3,i3,21,46843.22,983707.62,Dealer_25,South America,Hybrid,Automatic
2016,1,X6,20,81031.71,1620634.2000000002,Dealer_14,Asia,Hybrid,Manual
2019,1,X3,27,55871.99,1508543.73,Dealer_5,Middle East,Hybrid,Automatic
2011,9,i8,22,144537.97,3179835.34,Dealer_6,Middle East,Diesel,Manual
2014,12,7 Series,20,77550.0,1551000.0,Dealer_11,Asia,Diesel,Automatic
2014,5,X3,13,44319.88,576158.44,Dealer_32,Europe,Diesel,Automatic
2015,7,X5,13,74024.55,962319.15,Dealer_33,Middle East,Hybrid,Automatic
2019,1,7 Series,23,85652.85,1970015.55,Dealer_19,South America,Hybrid,Manual
2016,3,X6,25,74747.65,1868691.2499999998,Dealer_3,Asia,Electric,Manual
2013,9,X6,24,78412.79,1881906.96,Dealer_18,North America,Petrol,Manual
2019,6,X1,10,36759.03,367590.3,Dealer_22,Africa,Hybrid,Automatic
2021,5,7 Series,16,78829.94,1261279.04,Dealer_47,Asia,Diesel,Automatic
2022,10,M3,20,63336.07,1266721.4,Dealer_3,South America,Diesel,Automatic
2018,2,X3,21,52876.25,1110401.25,Dealer_4,Asia,Electric,Automatic
2021,2,X3,20,46398.66,927973.2000000001,Dealer_33,South America,Hybrid,Automatic
2013,8,3 Series,27,42791.86,1155380.22,Dealer_25,North America,Electric,Automatic
2024,7,X3,15,56103.8,841557.0,Dealer_30,Europe,Electric,Manual
2016,9,5 Series,17,55567.76,944651.92,Dealer_20,Africa,Petrol,Automatic
2023,9,Z4,27,54133.93,1461616.11,Dealer_3,North America,Diesel,Automatic
2017,12,7 Series,24,91210.05,2189041.2,Dealer_8,North America,Hybrid,Automatic
2010,12,i3,25,49272.46,1231811.5,Dealer_36,Middle East,Petrol,Automatic
2013,6,X6,25,78810.87,1970271.75,Dealer_28,North America,Hybrid,Manual
2013,12,X1,30,36164.17,1084925.0999999999,Dealer_28,South America,Diesel,Manual
2010,7,i3,20,49202.26,984045.2000000001,Dealer_43,Europe,Petrol,Automatic
2017,12,5 Series,26,58541.9,1522089.4000000001,Dealer_9,Europe,Diesel,Automatic
2016,8,M3,16,76489.83,1223837.28,Dealer_50,North America,Petrol,Automatic
2018,11,i8,26,144098.13,3746551.38,Dealer_14,South America,Hybrid,Manual
2016,8,X1,21,37512.73,787767.3300000001,Dealer_14,Asia,Diesel,Automatic
2016,1,Z4,26,57657.52,1499095.52,Dealer_41,Asia,Petrol,Automatic
2019,3,7 Series,26,97625.11,2538252.86,Dealer_45,Middle East,Petrol,Automatic
2020,9,X6,16,79064.88,1265038.08,Dealer_49,North America,Electric,Automatic
2010,7,X6,18,67324.59,1211842.6199999999,Dealer_4,North America,Electric,Manual
2019,11,3 Series,11,43779.54,481574.94,Dealer_38,South America,Diesel,Manual
2020,10,i8,26,165080.53,4292093.78,Dealer_32,North America,Diesel,Automatic
2021,6,X1,17,39612.46,673411.82,Dealer_15,Middle East,Petrol,Automatic
2021,1,i8,21,143761.32,3018987.72,Dealer_20,South America,Hybrid,Manual
2016,10,X3,20,45471.39,909427.8,Dealer_14,Africa,Diesel,Manual
2020,4,X5,23,64398.49,1481165.27,Dealer_41,South America,Petrol,Manual
2014,6,M3,16,75820.41,1213126.56,Dealer_27,Middle East,Petrol,Automatic
2019,3,5 Series,20,59679.35,1193587.0,Dealer_35,Middle East,Diesel,Manual
2015,5,M3,22,74140.54,1631091.88,Dealer_18,Europe,Hybrid,Manual
2022,1,Z4,16,47200.47,755207.52,Dealer_45,Africa,Petrol,Automatic
2021,9,5 Series,22,56335.71,1239385.6199999999,Dealer_33,North America,Electric,Automatic
2020,5,M5,21,101486.51,2131216.71,Dealer_8,Asia,Petrol,Manual
2016,11,X3,23,55907.77,1285878.71,Dealer_38,Africa,Diesel,Manual
2015,1,X1,18,41364.57,744562.26,Dealer_50,North America,Petrol,Automatic
2010,10,7 Series,22,87012.79,1914281.38,Dealer_20,North America,Electric,Manual
2013,1,i8,22,152422.36,3353291.92,Dealer_3,South America,Petrol,Automatic
2012,7,7 Series,25,89981.65,2249541.25,Dealer_39,Middle East,Diesel,Automatic
2023,5,i8,22,139702.46,3073454.1199999996,Dealer_2,Africa,Petrol,Automatic
2012,9,i8,21,153710.39,3227918.1900000004,Dealer_22,South America,Diesel,Automatic
2020,5,5 Series,22,50741.82,1116320.04,Dealer_35,North America,Electric,Manual
2021,10,X6,20,81030.17,1620603.4,Dealer_11,Middle East,Electric,Automatic
2012,1,i8,21,127389.93,2675188.53,Dealer_9,North America,Diesel,Manual
2017,1,M5,19,118358.41,2248809.79,Dealer_12,Middle East,Diesel,Automatic
2014,5,X1,15,34923.67,523855.05,Dealer_39,Middle East,Diesel,Automatic
2015,9,M5,25,120371.59,3009289.75,Dealer_32,North America,Petrol,Manual
2010,12,Z4,25,49428.53,1235713.25,Dealer_43,Africa,Diesel,Automatic
2012,11,X5,22,62691.52,1379213.44,Dealer_39,North America,Petrol,Manual
2013,8,X5,17,63348.56,1076925.52,Dealer_12,South America,Hybrid,Automatic
2016,12,3 Series,15,40949.06,614235.8999999999,Dealer_25,Africa,Electric,Manual
2012,5,X1,18,35442.04,637956.72,Dealer_9,Africa,Hybrid,Manual
2015,6,X1,17,38833.21,660164.57,Dealer_28,Asia,Petrol,Automatic
2022,6,X3,32,52987.24,1695591.68,Dealer_16,Middle East,Hybrid,Manual
2011,6,Z4,20,53549.33,1070986.6,Dealer_32,Europe,Hybrid,Automatic
2021,7,X6,23,66197.67,1522546.41,Dealer_13,Europe,Diesel,Automatic
2010,7,X6,18,79942.74,1438969.32,Dealer_39,South America,Electric,Automatic
2019,2,7 Series,23,86007.25,1978166.75,Dealer_20,South America,Electric,Manual
2012,12,3 Series,16,49786.58,796585.28,Dealer_12,South America,Electric,Manual
2012,7,M3,22,76017.53,1672385.66,Dealer_1,Middle East,Electric,Automatic
2011,8,M3,15,75251.54,1128773.0999999999,Dealer_12,Europe,Hybrid,Automatic
2019,10,M3,23,76803.39,1766477.97,Dealer_10,South America,Diesel,Manual
2015,9,Z4,24,52161.89,1251885.3599999999,Dealer_26,South America,Electric,Automatic
2017,10,7 Series,30,85990.31,2579709.3,Dealer_50,Middle East,Petrol,Automatic
2011,4,X3,23,50762.76,1167543.48,Dealer_4,South America,Hybrid,Manual
2011,6,X1,32,37832.79,1210649.28,Dealer_48,Europe,Petrol,Manual
2012,7,3 Series,18,38169.57,687052.26,Dealer_5,Asia,Hybrid,Manual
2020,11,Z4,20,51996.16,1039923.2000000001,Dealer_26,Europe,Petrol,Automatic
2021,11,M5,18,101645.11,1829611.98,Dealer_3,Asia,Petrol,Manual
2014,2,3 Series,17,40371.98,686323.66,Dealer_37,Middle East,Hybrid,Manual
2024,11,i8,20,145743.25,2914865.0,Dealer_3,South America,Electric,Automatic
2023,11,X6,27,69239.58,1869468.6600000001,Dealer_48,Africa,Diesel,Automatic
2024,1,X5,24,70611.15,1694667.5999999999,Dealer_46,Africa,Diesel,Manual
2018,3,X1,14,35036.75,490514.5,Dealer_15,North America,Electric,Automatic
2016,10,5 Series,17,59769.36,1016079.12,Dealer_17,South America,Electric,Manual
2024,10,i8,26,164691.11,4281968.859999999,Dealer_3,Africa,Hybrid,Automatic
2018,3,3 Series,21,38873.21,816337.41,Dealer_43,Asia,Diesel,Manual
2017,10,X6,16,71589.84,1145437.44,Dealer_34,Middle East,Hybrid,Automatic
2012,11,Z4,20,54629.33,1092586.6,Dealer_50,Asia,Petrol,Automatic
2013,5,i3,16,43977.97,703647.52,Dealer_46,Europe,Hybrid,Manual
2011,11,X1,28,36562.7,1023755.5999999999,Dealer_40,Asia,Electric,Manual
2010,1,i3,16,47117.59,753881.44,Dealer_13,Africa,Diesel,Manual
2017,6,3 Series,24,40644.52,975468.48,Dealer_6,South America,Diesel,Manual
2012,12,X5,18,74749.86,1345497.48,Dealer_48,South America,Petrol,Manual
2018,8,X1,20,33704.66,674093.2000000001,Dealer_3,Europe,Hybrid,Manual
2022,5,X3,20,47160.89,943217.8,Dealer_29,Asia,Petrol,Automatic
2017,7,3 Series,16,43393.54,694296.64,Dealer_35,Middle East,Diesel,Manual
2015,2,3 Series,21,46517.04,976857.84,Dealer_31,Middle East,Hybrid,Manual
2022,10,5 Series,20,62476.06,1249521.2,Dealer_41,North America,Hybrid,Manual
2017,12,X1,23,41590.64,956584.72,Dealer_11,South America,Hybrid,Manual
2014,6,X6,28,67044.3,1877240.4000000001,Dealer_17,North America,Petrol,Automatic
2018,1,X5,22,65253.18,1435569.96,Dealer_48,North America,Petrol,Automatic
2024,8,X3,21,47105.98,989225.5800000001,Dealer_40,Middle East,Hybrid,Manual
2019,11,5 Series,21,64710.12,1358912.52,Dealer_4,Africa,Electric,Automatic
2010,1,X3,22,43362.83,953982.26,Dealer_16,North America,Hybrid,Automatic
2024,5,5 Series,25,58403.01,1460075.25,Dealer_2,Europe,Diesel,Manual
2011,9,3 Series,20,46380.26,927605.2000000001,Dealer_38,Middle East,Electric,Manual
2022,12,Z4,25,45598.58,1139964.5,Dealer_33,Asia,Electric,Automatic
2020,12,Z4,19,45315.63,860996.97,Dealer_29,South America,Petrol,Manual
2016,6,7 Series,28,92006.05,2576169.4,Dealer_22,North America,Electric,Automatic
2021,7,Z4,23,54004.7,1242108.0999999999,Dealer_14,Africa,Diesel,Automatic
2021,7,7 Series,20,81602.23,1632044.5999999999,Dealer_13,South America,Electric,Automatic
2014,1,i8,21,164131.09,3446752.89,Dealer_4,Middle East,Electric,Manual
2018,12,M3,20,74726.17,1494523.4,Dealer_3,South America,Diesel,Manual
2020,12,5 Series,19,59391.51,1128438.69,Dealer_40,North America,Hybrid,Manual
2011,2,X1,18,38647.87,695661.66,Dealer_10,Middle East,Electric,Manual
2011,6,i8,27,137578.44,3714617.88,Dealer_22,South America,Petrol,Automatic
2012,7,X1,23,33457.94,769532.6200000001,Dealer_8,North America,Electric,Manual
2014,8,M5,19,115675.43,2197833.17,Dealer_11,Europe,Petrol,Automatic
2013,10,i3,18,49654.63,893783.34,Dealer_31,Middle East,Hybrid,Automatic
2021,5,X3,27,50115.57,1353120.39,Dealer_45,North America,Diesel,Manual
2011,8,5 Series,20,54273.05,1085461.0,Dealer_48,North America,Hybrid,Manual
2019,5,X6,21,81404.38,1709491.98,Dealer_32,Middle East,Electric,Manual
2023,7,7 Series,26,82829.03,2153554.78,Dealer_45,South America,Electric,Manual
2015,4,3 Series,20,39537.14,790742.8,Dealer_25,North America,Hybrid,Manual
2012,6,i3,24,51474.89,1235397.3599999999,Dealer_29,North America,Diesel,Automatic
2018,7,3 Series,21,41966.12,881288.52,Dealer_4,Middle East,Diesel,Manual
2016,7,X1,21,36056.71,757190.91,Dealer_1,Asia,Petrol,Manual
2021,9,M5,20,97263.5,1945270.0,Dealer_41,Middle East,Hybrid,Manual
2019,9,M3,27,65534.34,1769427.18,Dealer_14,South America,Petrol,Manual
2012,1,Z4,20,48558.86,971177.2,Dealer_2,Europe,Hybrid,Manual
2010,10,X3,24,48081.12,1153946.8800000001,Dealer_45,Europe,Electric,Automatic
2019,8,Z4,20,53961.84,1079236.7999999998,Dealer_15,North America,Diesel,Automatic
2010,1,M3,32,78048.76,2497560.32,Dealer_28,North America,Diesel,Automatic
2015,8,X3,21,52726.84,1107263.64,Dealer_17,Asia,Diesel,Manual
2015,5,Z4,18,53352.55,960345.9,Dealer_39,Asia,Hybrid,Automatic
2013,9,5 Series,18,51551.87,927933.66,Dealer_2,Africa,Petrol,Automatic
2015,11,X5,23,68823.15,1582932.45,Dealer_19,Asia,Hybrid,Automatic
2016,3,7 Series,18,91726.51,1651077.18,Dealer_44,Asia,Diesel,Manual
2017,10,i3,25,41206.49,1030162.25,Dealer_45,Middle East,Electric,Manual
2013,7,5 Series,22,62879.19,1383342.1800000002,Dealer_9,Asia,Electric,Manual
2017,1,X3,26,49664.3,1291271.8,Dealer_41,Europe,Electric,Automatic
2010,3,X1,18,35209.85,633777.2999999999,Dealer_5,Asia,Hybrid,Manual
2011,6,X1,21,38649.4,811637.4,Dealer_5,Middle East,Diesel,Manual
2016,8,5 Series,20,54714.55,1094291.0,Dealer_4,Asia,Electric,Manual
2015,3,7 Series,24,83019.33,1992463.92,Dealer_5,Europe,Diesel,Automatic
2014,8,M3,16,68572.31,1097156.96,Dealer_46,Middle East,Hybrid,Automatic
2013,2,M5,17,120066.99,2041138.83,Dealer_45,Middle East,Petrol,Automatic
2021,8,5 Series,19,58949.05,1120031.95,Dealer_48,North America,Electric,Automatic
2021,5,Z4,21,51069.24,1072454.04,Dealer_14,Middle East,Hybrid,Automatic
